query_id,subject,relation,timestamp,winner,runner,correct,certificate,fragility_cost,counter_evidence_cost,diversity,support,event_flip,window_flip,counter_flip
39,4702,53,59,956,6293,0,0.5,0.5008637000046431,0.14639976329994817,0.4991362999953569,5.0,0,1,1
40,4702,53,32,6293,956,0,0.5,1.0,0.026794814174559242,0.0,4.0,1,1,1
41,4702,53,25,6293,3232,0,0.5,1.0,0.24319236335141362,0.0,4.0,0,1,0
42,4702,53,111,956,6200,0,0.5,0.2787350708580148,0.10498936805167615,0.7212649291419853,11.0,0,1,1
43,4702,53,237,956,2617,0,0.7455389901607599,0.7893304378276539,0.562570253466563,0.7017475424938657,32.0,0,0,0
44,4702,53,55,956,6293,0,0.5,0.5008637000046431,0.14639976329995014,0.4991362999953569,5.0,0,1,1
45,4702,155,159,1077,3155,0,0.5,1.0,0.005859139219850138,0.0,2.0,1,1,1
46,4702,155,235,5092,3155,0,0.5,0.5005901936880914,0.2737315527628946,0.49940980631190857,3.0,1,1,1
48,4702,155,218,5092,3155,1,0.5,0.5005901936880913,0.2737315527629302,0.4994098063119087,3.0,1,1,1
49,4702,155,311,1077,3155,0,0.5,0.633519084597868,0.41586361851730286,0.366480915402132,7.0,0,1,0
50,4702,115,62,956,6122,0,0.5,0.5197938552019579,0.039979193840966064,0.48020614479804213,2.0,1,1,1
51,4702,127,310,956,3341,0,0.5,0.47261054268455244,0.22848940331418527,0.5273894573154476,34.0,0,1,0
52,4702,127,143,956,3155,0,0.8425527894867108,0.879072461543893,0.7327817433786139,0.8060331174295285,13.0,0,0,0
53,4702,127,65,6122,956,0,0.5,0.5124118441835468,0.08524886189099154,0.4875881558164532,4.0,1,1,1
54,4702,127,306,956,3341,0,0.5,0.41511483813777766,0.17891052454814846,0.5848851618622224,33.0,0,1,0
55,4702,169,343,3159,2457,0,0.5,0.9724751938749326,0.013954449825541651,0.027524806125067358,2.0,1,1,1
56,4702,169,255,6618,2444,0,0.5,1.0,0.3333333333332165,0.0,2.0,1,1,1
57,4702,160,328,3155,3159,1,0.9053258026010061,0.9387457065469451,0.870578756075856,0.8719058986550672,135.0,0,0,0
58,4702,160,362,3155,146,1,0.8874902680544186,0.9373008692699333,0.8671592350164512,0.8376796668389039,151.0,0,0,0
59,4702,160,260,3155,3159,1,0.8559110578296836,0.8893730262083047,0.7941774782247543,0.8224490894510623,112.0,0,0,0
60,4702,160,188,3155,956,1,0.8448431204470327,0.840877356190117,0.7149916337420523,0.8488088847039483,83.0,0,0,0
61,4702,160,86,3155,2290,1,0.8452440648963853,0.8556611481991799,0.7284284602530345,0.8348269815935907,44.0,0,0,0
62,4702,160,5,3155,0,1,0.5,1.0,0.99999999999898,0.0,1.0,1,1,1
63,4702,160,200,3155,956,1,0.8425736117099996,0.8877416271943132,0.7901228336594466,0.7974055962256859,90.0,0,0,0
64,4702,160,215,3155,956,1,0.8650746778819993,0.9037867966369909,0.8173816440346399,0.8263625591270078,93.0,0,0,0
65,4702,160,113,3155,2290,1,0.8373269388834235,0.8518367869859559,0.7193075504305759,0.8228170907808909,54.0,0,0,0
66,4702,160,363,3155,146,1,0.8874902680544186,0.9373008692699331,0.8671592350164502,0.8376796668389039,151.0,0,0,0
67,4702,160,171,3155,956,1,0.8122002437380114,0.8074001371427569,0.6650712602666835,0.8170003503332658,79.0,0,0,0
68,4702,160,104,3155,2290,1,0.837307051094974,0.8088045696412308,0.6519701616842339,0.8658095325487174,49.0,0,0,0
69,4702,103,77,956,6122,0,0.5,0.455558131287365,0.2941106832501434,0.544441868712635,4.0,0,1,0
70,4702,103,195,956,3341,0,0.7682831911397681,0.8357741631676419,0.6650464779876429,0.7007922191118943,14.0,0,0,0
71,4702,103,322,956,3341,0,0.6298453418331222,0.5245755989575055,0.27454383490335943,0.7351150847087391,19.0,0,0,0
72,4702,103,95,956,6122,1,0.6389786555376157,0.6068897291515031,0.4348772308258907,0.6710675819237283,5.0,0,0,0
73,4702,156,192,6785,3155,0,0.5,1.0,0.6593222184621916,0.0,1.0,1,1,1
74,4702,156,68,3155,3262,1,0.5,0.5905952909478469,0.11918693593227156,0.4094047090521531,3.0,1,1,1
75,4702,158,286,3155,5092,1,0.678214748298033,0.7016775468239996,0.48290857936276305,0.6547519497720664,21.0,0,0,1
76,4702,158,218,3155,5092,1,0.6318239870641554,0.544373325990319,0.3049980566372474,0.7192746481379919,20.0,0,0,0
77,4702,105,100,956,2790,1,0.5,1.0,0.35081935302751843,0.0,2.0,0,1,1
78,4702,162,167,956,5026,1,0.5,1.0,0.2657937387725029,0.0,2.0,1,1,1
79,4702,162,149,956,3341,0,0.5,1.0,0.8977660878413996,0.0,2.0,0,1,0
80,4702,56,51,3155,6817,1,0.5,0.5737244051811553,0.4022535387025186,0.4262755948188447,2.0,0,0,1
81,4950,142,322,7038,2661,0,0.6740049660861124,0.7029806230824563,0.4836685934331112,0.6450293090897684,3.0,0,0,0
83,4950,98,78,5194,0,0,0.5,1.0,0.9999999999965862,0.0,1.0,1,1,1
84,4950,207,320,1077,1794,1,0.5,1.0,0.879025801046558,0.0,2.0,0,1,0
86,3724,150,204,3450,1179,0,0.5,1.0,0.3183835669572442,0.0,1.0,1,1,1
87,3724,160,141,1916,0,0,0.5,1.0,0.9999999999906266,0.0,1.0,1,1,1
88,3724,47,107,1179,2525,0,0.5,1.0,0.7616413404535081,0.0,1.0,1,1,1
89,1145,115,159,1434,929,0,0.5,1.0,0.3850593077985356,0.0,1.0,1,1,1
90,1145,115,317,1971,6572,0,0.5,1.0,0.01980161645202398,0.0,1.0,1,1,1
91,1145,115,51,929,0,0,0.5,1.0,0.9999999999979601,0.0,1.0,1,1,1
92,1145,65,249,3036,0,0,0.5,1.0,0.999999999965362,0.0,1.0,1,1,1
93,1145,6,175,1971,6903,1,0.5,0.4453821604259844,0.19182017527634143,0.5546178395740156,8.0,1,1,1
94,1145,6,146,1928,1971,0,0.5,0.5254718011172969,0.049244093127959535,0.47452819888270314,4.0,1,1,1
95,1145,6,227,1971,4451,0,0.6112101097688037,0.5874101235120202,0.26140760675351743,0.6350100960255873,13.0,0,0,0
96,1145,6,72,4108,1971,0,0.5,0.3504284922215855,0.13068386229624582,0.6495715077784145,5.0,1,1,1
97,1145,6,167,1928,1971,0,0.5,0.5254718011172971,0.049244093127953865,0.4745281988827029,4.0,1,1,1
98,1145,6,19,1434,978,0,0.5,0.7669799180894685,0.5296696545158313,0.23302008191053147,4.0,0,1,0
99,1145,53,321,4185,2612,1,0.5,1.0,0.4141574421213525,0.0,1.0,1,1,1
101,1145,127,349,2683,5114,1,0.6113319287654567,0.6423041232176362,0.30417077084534844,0.5803597343132773,11.0,0,0,0
102,1145,56,85,2683,1353,0,0.5,0.462446408447167,0.270597977937578,0.537553591552833,5.0,1,1,1
104,1145,56,310,745,2683,0,0.5,0.3287443683244905,0.059008578533773275,0.6712556316755095,5.0,1,1,1
105,1145,56,57,2683,6509,0,0.639110783700741,0.6173774569580596,0.3030724451367916,0.6608441104434226,4.0,0,0,1
106,1145,56,100,2683,6583,0,0.6468080142150784,0.6586969911819706,0.44151554599635295,0.6349190372481862,6.0,0,0,0
107,1145,56,315,745,2683,0,0.5,0.32874436832449055,0.05900857853377145,0.6712556316755094,5.0,1,1,1
108,1145,56,309,745,2683,0,0.5,0.32874436832449055,0.05900857853377358,0.6712556316755094,5.0,1,1,1
109,1145,56,199,4185,2683,0,0.5,0.4338146730296949,0.1216024072593756,0.5661853269703051,4.0,1,1,1
110,1145,56,124,2683,13,0,0.621597140195626,0.5770563405815062,0.23168738228704958,0.6661379398097456,7.0,0,0,1
111,1145,156,151,1928,1971,0,0.5,0.3306807826056641,0.004568821765677343,0.6693192173943359,11.0,1,1,1
112,1145,156,363,1971,2683,0,0.5757338636263525,0.378754314739992,0.16598467192617503,0.772713412512713,31.0,0,0,0
113,1145,156,134,1928,1971,0,0.6426716183377421,0.6160240192811485,0.2697146154794551,0.6693192173943359,11.0,0,0,0
114,1145,156,283,1971,2683,0,0.6912057498062179,0.7021580898886745,0.48942458218924434,0.6802534097237612,25.0,0,0,0
115,1145,156,25,6349,2039,0,0.5,1.0,0.24729366490226753,0.0,2.0,1,1,1
116,1145,156,251,1971,1928,0,0.6054283677161256,0.5602629487764395,0.2954866879276243,0.6505937866558118,19.0,0,0,0
117,1145,156,230,1971,1353,0,0.5,0.4659105308802108,0.04979721943483916,0.5340894691197893,15.0,1,1,1
118,1145,156,247,1971,1353,0,0.7028272682738104,0.7550607498918089,0.44435868850495064,0.6505937866558118,19.0,0,0,0
119,1145,156,302,1971,2683,1,0.6912057498062179,0.7021580898886745,0.48942458218922025,0.6802534097237611,25.0,0,0,0
120,1145,156,295,1971,2683,0,0.6912057498062179,0.7021580898886745,0.4894245821892302,0.6802534097237611,25.0,0,0,0
121,1145,156,167,1928,1971,1,0.5,0.33068078260566414,0.004568821765677117,0.6693192173943359,11.0,1,1,1
122,1145,156,135,1928,1971,0,0.6426716183377421,0.6160240192811485,0.26971461547945447,0.6693192173943359,11.0,0,0,0
123,1145,224,89,1353,4451,0,0.5,0.6754096765139173,0.09876295077254638,0.32459032348608274,2.0,1,1,1
124,1145,224,130,4500,1022,0,0.5,0.5346019613807635,0.15346077031021974,0.46539803861923645,2.0,1,1,1
125,1145,224,67,4451,3430,0,0.5,0.662251302701561,0.2594025123155164,0.33774869729843904,2.0,1,1,1
126,1145,208,345,2683,1353,0,0.5,1.0,0.09869865099265225,0.0,1.0,1,1,1
127,1145,208,114,6903,4185,0,0.5,0.8485104620883577,0.05238213513462791,0.15148953791164232,2.0,1,1,1
128,1145,60,92,1928,0,0,0.5,1.0,0.9999999999988514,0.0,1.0,1,1,1
129,1145,168,97,544,1154,0,0.5,1.0,0.20499788146844358,0.0,1.0,1,1,1
130,1145,168,317,2683,6665,0,0.5,1.0,0.5430312522067604,0.0,1.0,1,1,1
131,1145,168,235,6665,1161,0,0.5,0.7063509249207119,0.11391235481255325,0.29364907507928806,3.0,1,1,1
132,1145,158,31,13,0,1,0.5,1.0,0.999999999998454,0.0,1.0,1,1,1
133,1145,61,362,1244,226,0,0.5,1.0,0.019801616452023708,0.0,1.0,1,1,1
134,1145,191,347,6274,6080,0,0.6627342874340432,0.7222192116467551,0.4287862878390704,0.6032493632213312,3.0,0,0,0
135,1145,191,282,1434,745,0,0.5,0.6622513027015611,0.3228114303467259,0.3377486972984389,2.0,1,1,1
136,1145,191,356,6274,6080,1,0.6627342874340432,0.7222192116467551,0.42878628783904665,0.6032493632213312,3.0,0,0,0
137,1145,191,341,6274,6665,1,0.5,0.5395257661443604,0.3608363257128299,0.46047423385563957,2.0,1,1,1
138,1145,63,261,4185,6350,0,0.5,1.0,0.36375473075149445,0.0,1.0,1,1,1
139,1145,105,316,3274,780,1,0.5,1.0,0.16676352322158,0.0,1.0,1,1,1
142,1145,86,113,5773,2683,0,0.5,1.0,0.2332752882018062,0.0,1.0,1,1,1
143,1145,176,207,1971,2683,1,0.7376324755912989,1.0,0.8768911770713274,0.4752649511825976,2.0,0,0,0
144,1145,123,68,6080,0,0,0.5,1.0,0.9999999999966531,0.0,1.0,1,1,1
145,1145,170,244,2683,4451,0,0.5,0.9790001356069595,0.7358691245996116,0.020999864393040468,2.0,1,1,1
146,1145,205,340,1043,1971,0,0.5,1.0,0.7219245166826549,0.0,2.0,0,1,1
147,1145,205,14,1971,4108,0,0.5,0.5049508894765016,0.28410009503935935,0.4950491105234984,2.0,1,1,1
148,1145,47,241,1434,4451,0,0.5,0.5197938552019578,0.15264769362835204,0.48020614479804224,2.0,1,1,1
149,1145,185,310,5947,6572,0,0.5,1.0,0.6366736081797509,0.0,1.0,1,1,1
150,2442,156,119,1161,4233,0,0.6419391011384737,0.6132297929001637,0.41033305834348927,0.6706484093767838,7.0,0,0,0
151,2442,156,167,1161,6785,1,0.7729376286587566,0.754072309060243,0.5129248720775126,0.79180294825727,11.0,0,0,0
152,2442,156,243,1161,558,1,0.7853007890189767,0.8696505058953884,0.7494181845576277,0.7009510721425651,22.0,0,0,0
153,2442,156,160,1161,6785,0,0.7729376286587566,0.754072309060243,0.512924872077526,0.79180294825727,11.0,0,0,0
154,2442,123,116,1161,1361,1,0.6150225544596735,1.0,0.7899923824211669,0.23004510891934693,2.0,0,0,0
155,2442,98,271,1361,4114,0,0.5,0.8654827831567354,0.27306986432872443,0.13451721684326456,2.0,1,1,1
156,2442,38,237,1161,4339,1,0.749272427136908,0.7694446579765623,0.56166116380626,0.7291001962972538,11.0,0,0,0
157,2442,38,244,1161,4339,1,0.749272427136908,0.7694446579765623,0.5616611638062171,0.7291001962972538,11.0,0,0,1
158,2442,171,243,1161,2137,1,0.7859413508073357,0.9315659510116208,0.8379691939074524,0.6403167506030507,7.0,0,0,1
160,2442,222,247,776,6617,0,0.5,1.0,0.19549292259360074,0.0,1.0,1,1,1
161,2442,222,229,776,6617,1,0.5,1.0,0.19549292259391002,0.0,1.0,1,1,1
162,2442,160,145,1873,329,0,0.5,0.5640893595196967,0.21361541589807861,0.43591064048030326,3.0,1,1,1
163,2442,173,112,1161,0,1,0.7155629638846079,1.0,0.9999999999984381,0.431125927769216,2.0,0,0,1
164,2442,207,299,776,6597,1,0.5,0.6555861405913616,0.2218474433938069,0.34441385940863845,3.0,0,1,1
168,2442,56,203,1161,4004,0,0.6348463143481373,0.6185759576586726,0.36781602785182826,0.6511166710376022,5.0,0,0,0
171,2442,42,273,1161,4096,1,0.5,1.0,0.7400553990597851,0.0,1.0,1,1,1
173,2442,54,296,776,1873,1,0.5,1.0,0.3508193530275926,0.0,1.0,1,1,1
174,2442,6,285,1161,4961,1,0.8542174927490276,0.9822790504863715,0.901350794078247,0.7261559350116835,9.0,0,0,0
175,2442,102,140,1161,3201,1,0.5,1.0,0.5537907735908848,0.0,1.0,1,1,1
176,7084,53,279,6889,537,0,0.5,1.0,0.9417120787375143,0.0,1.0,1,1,1
177,1085,155,272,6410,0,0,0.5148632352711477,1.0,0.9999999999983763,0.02972647054229549,2.0,0,0,1
180,2581,142,246,6456,4323,0,0.5,1.0,0.05934280798965932,0.0,1.0,1,1,1
182,2581,207,219,4304,0,1,0.5,1.0,0.9999999999982241,0.0,1.0,1,1,1
184,1161,156,362,2442,4233,1,0.6012773642217998,0.3134436671359118,0.18199993840569417,0.8891110613076878,150.0,0,0,0
185,1161,156,293,2442,4233,1,0.8109680176417781,0.7462692909446903,0.5939633474399189,0.8756667443388658,118.0,0,0,0
186,1161,156,353,2442,4233,0,0.6103103983555962,0.3414000359258842,0.20024256522644296,0.8792207607853082,148.0,0,0,0
187,1161,156,20,2442,4233,0,0.5,0.6186086496450709,0.2522279836142722,0.3813913503549291,7.0,0,1,0
188,1161,156,223,2442,4233,0,0.6973517801793538,0.5366835472011735,0.3498606269838753,0.8580200131575341,84.0,0,0,0
189,1161,156,138,2442,4233,0,0.6758023015457342,0.5751208678106432,0.39184087082825014,0.7764837352808251,49.0,0,0,0
190,1161,156,331,2442,4233,0,0.691055717751119,0.5473201130611787,0.32861641509004846,0.8347913224410591,140.0,0,0,0
191,1161,156,264,2442,4233,0,0.7928926077791859,0.7239061156744765,0.5646598552085629,0.8618790998838953,105.0,0,0,0
192,1161,156,181,2442,4233,0,0.6894088870210313,0.5596909930066595,0.3818955643167395,0.8191267810354033,69.0,0,0,0
193,1161,156,233,2442,4233,1,0.7447919722911684,0.6541963739817008,0.4258404995456825,0.835387570600636,90.0,0,0,0
194,1161,156,82,2442,4233,0,0.7366046837348474,0.6533053254408413,0.4139256608029635,0.8199040420288535,31.0,0,0,0
195,1161,156,103,2442,4233,1,0.7063442757717855,0.556247717290415,0.31067590942846635,0.8564408342531561,37.0,0,0,0
196,1161,156,198,2442,4233,1,0.6709864951081468,0.47453972925213356,0.2734418694759017,0.86743326096416,75.0,0,0,0
197,1161,156,209,2442,4233,0,0.6550515584173977,0.49391830857799,0.32637219692884356,0.8161848082568055,79.0,0,0,0
198,1161,156,313,2442,4233,1,0.7502583871321413,0.6224760736979372,0.40793046287753004,0.8780407005663453,127.0,0,0,0
199,1161,156,83,2442,4233,1,0.7366046837348474,0.6533053254408414,0.4139256608029631,0.8199040420288534,31.0,0,0,0
200,1161,156,330,2442,4233,0,0.660573682233779,0.4927344125956192,0.31161736037834925,0.8284129518719388,139.0,0,0,0
201,1161,156,28,2442,4233,0,0.6738568113198151,0.7512236177204036,0.33063493239935743,0.5964900049192265,10.0,0,0,0
202,1161,156,57,2442,4233,1,0.6798096703495875,0.5957331390562488,0.2880175484950665,0.7638862016429262,20.0,0,0,0
203,1161,156,208,2442,4233,1,0.6631169694231346,0.46759315012451025,0.3035339521517071,0.8586407887217589,78.0,0,0,0
204,1161,156,215,2442,4233,0,0.6834412666264232,0.5410020097038997,0.3081660722098763,0.8258805235489468,80.0,0,0,0
205,1161,156,180,2442,4233,0,0.6866047847977736,0.5377460115900916,0.36093291208902684,0.8354635580054556,68.0,0,0,0
206,1161,156,246,2442,4233,0,0.7641650094336,0.7163777630247293,0.5119942582704256,0.8119522558424707,98.0,0,0,0
207,1161,156,117,2442,4233,1,0.7702451521393245,0.6619551074246316,0.4279115079236417,0.8785351968540174,41.0,0,0,0
210,1161,167,197,2442,0,1,0.5,1.0,0.9999999999963047,0.0,1.0,1,1,1
211,1161,87,289,4233,4339,0,0.5,0.963997421411386,0.05787698536157162,0.036002578588614,2.0,1,1,1
212,1161,98,303,2442,0,1,0.5209620850797576,1.0,0.999999999998459,0.04192417015951522,2.0,0,0,1
213,1161,34,331,2442,122,1,0.5,0.8649369127070021,0.7459398359522151,0.13506308729299787,3.0,1,1,1
215,1161,157,223,1798,2442,0,0.5,1.0,0.5112494103647092,0.0,1.0,1,1,1
217,1161,56,299,2442,4587,0,0.5623730645305254,0.531281619066035,0.31845463914367045,0.5934645099950158,31.0,0,0,0
218,1161,56,111,2442,4769,0,0.785148036318632,0.8371439585021113,0.5787215042273913,0.7331521141351526,8.0,0,0,0
219,1161,56,355,2442,1446,1,0.6385458389009154,0.5693727343569038,0.37071256034371125,0.707718943444927,39.0,0,0,0
220,1161,56,328,2442,1384,0,0.7123473213836296,0.7008892606581354,0.48753755725421016,0.7238053821091236,36.0,0,0,0
221,1161,56,145,2442,776,1,0.7454480412618982,0.6567948792400778,0.40284435412679664,0.8341012032837186,13.0,0,0,0
222,1161,56,12,2694,1446,0,0.5,1.0,0.029697572565470908,0.0,1.0,1,1,1
223,1161,56,177,2442,776,0,0.7351602357092837,0.7811277481917231,0.5990306340688956,0.6891927232268442,20.0,0,0,0
224,1161,56,238,2442,4506,1,0.720829705975329,0.6518592250146243,0.39430452942770494,0.7898001869360336,29.0,0,0,0
227,1161,6,145,776,2442,0,0.5,0.42740206079079884,0.019193905563793127,0.5725979392092011,7.0,1,1,1
229,1161,6,357,2442,4587,0,0.8372833021560285,0.826917001667154,0.690894600654172,0.8476496026449031,39.0,0,0,0
230,1161,6,251,2442,4769,0,0.8312994245275269,0.8976888016989204,0.7773080583393508,0.7649100473561334,25.0,0,0,0
231,1161,6,141,2442,776,1,0.6006831466688561,0.4256302167569433,0.16358502178886578,0.775736076580769,9.0,0,0,1
232,1161,6,170,2442,776,0,0.726960136274427,0.6736267399078277,0.49348779927865416,0.7802935326410263,14.0,0,0,0
233,1161,6,334,2442,4587,1,0.7513811397612411,0.7355422132921962,0.5633384026365142,0.7672200662302862,36.0,0,0,0
234,1161,6,166,2442,776,1,0.5946060995605751,0.5154197372407183,0.33018852811567767,0.6737924618804318,12.0,0,0,0
235,1161,6,285,2442,770,0,0.8461031099600504,0.8490017002305918,0.7048608844156834,0.843204519689509,28.0,0,0,0
236,1161,6,342,2442,4587,0,0.8103223329923561,0.7982384121760957,0.6486749142646413,0.8224062538086165,38.0,0,0,0
237,1161,18,85,2442,0,0,0.6315596303083968,1.0,0.9999999999987422,0.2631192606167937,2.0,0,0,1
238,1161,169,117,2694,2442,0,0.5,1.0,0.5999999999994485,0.0,1.0,1,1,1
239,1161,169,51,2442,0,1,0.5,1.0,0.9999999999987567,0.0,1.0,1,1,1
241,1161,115,322,4587,2442,0,0.5,1.0,0.0494700976347698,0.0,1.0,1,1,1
242,1161,115,239,2694,927,0,0.5,1.0,0.5938788582316417,0.0,2.0,0,1,1
243,1161,123,201,4587,2442,0,0.5,1.0,0.1474488103622075,0.0,1.0,1,1,1
244,1161,208,139,660,0,0,0.5,1.0,0.9999999999892327,0.0,1.0,1,1,1
246,1161,105,145,2694,6047,0,0.5,0.774672980099349,0.058276325780540573,0.22532701990065096,3.0,1,1,1
247,1161,224,152,2137,2694,0,0.5893877501474292,0.5434780963465295,0.27356490851844667,0.6352974039483288,13.0,0,0,0
248,1161,224,238,3002,776,0,0.5,0.5752616306047895,0.11288886035059703,0.4247383693952105,4.0,1,1,1
249,1161,27,142,2442,0,1,0.8205626449684325,1.0,0.9999999999997462,0.6411252899368648,6.0,0,0,0
250,1161,127,266,4004,3155,0,0.5,1.0,0.03958771040389503,0.0,1.0,1,1,1
252,6872,53,334,232,3155,0,0.5,1.0,0.09869865099264424,0.0,1.0,1,1,1
254,780,38,333,1145,1122,0,0.7731996341425824,0.9008486033604126,0.6359351032351607,0.6455506649247522,8.0,0,0,0
255,3380,90,162,5046,2713,1,0.5,0.6850992478485212,0.38467109833567353,0.31490075215147884,6.0,1,1,1
256,3380,90,93,5046,382,0,0.5,0.4927205516668559,0.04700475012316384,0.5072794483331441,5.0,1,1,1
257,3380,90,259,3990,2617,0,0.5,0.5736085490739622,0.2525173895002726,0.4263914509260378,4.0,1,1,1
258,3380,53,111,537,371,0,0.6414662513876842,0.6791169389734759,0.2495149712034939,0.6038155638018925,4.0,0,0,0
259,3380,53,169,5046,3990,0,0.5,0.7553304934956976,0.13938657558269607,0.24466950650430241,6.0,1,1,1
260,3380,53,119,537,371,0,0.6414662513876842,0.6791169389734758,0.24951497120348332,0.6038155638018926,4.0,0,0,1
261,3380,127,300,2713,5912,0,0.5,0.97730821215639,0.011476100541175557,0.022691787843610034,2.0,1,1,1
262,3380,127,76,6705,5421,0,0.5,1.0,0.20609903633971757,0.0,3.0,1,1,1
263,3380,127,73,1794,3979,0,0.5,0.5518116433400232,0.02990856599060836,0.4481883566599768,3.0,1,1,1
265,3380,156,288,3159,6017,0,0.5,0.9483982126113827,0.30375523942333044,0.051601787388617315,2.0,1,1,1
266,3380,160,339,2713,3159,0,0.5,1.0,0.06329198111650182,0.0,1.0,1,1,1
267,3380,155,141,6017,5421,1,0.6729773310162968,0.6988289740926057,0.4147709057250153,0.6471256879399878,3.0,0,0,0
268,3380,207,170,6123,0,0,0.5,1.0,0.9999999999989999,0.0,1.0,1,1,1
269,3380,103,324,5002,382,0,0.5,1.0,0.4504008506357631,0.0,1.0,1,1,1
270,3380,169,351,3544,1135,0,0.5,1.0,0.13774814446146041,0.0,1.0,1,1,1
271,3380,6,280,6823,4319,1,0.5,1.0,0.35517491452007743,0.0,2.0,0,1,0
273,1971,6,114,1145,3592,1,0.5,1.0,0.4344741636658841,0.0,1.0,1,1,1
274,1971,6,34,3592,0,0,0.5,1.0,0.999999999998293,0.0,1.0,1,1,1
275,1971,61,280,1145,0,1,0.5,1.0,0.9999999999852185,0.0,1.0,1,1,1
276,1971,47,198,4261,1145,1,0.5,1.0,0.8261553139871612,0.0,1.0,1,1,1
277,1971,53,163,1145,4451,0,0.5,1.0,0.06920392276137309,0.0,1.0,1,1,1
278,1971,53,329,1603,4019,0,0.5,1.0,0.13774814446146452,0.0,1.0,1,1,1
279,1971,208,133,1145,0,1,0.5,1.0,0.9999999999873843,0.0,1.0,1,1,1
280,1971,42,363,4185,0,0,0.7241063030406929,1.0,0.9999999999534024,0.4482126060813858,3.0,0,0,1
281,3484,53,103,2694,0,0,0.5,1.0,0.9999999999971435,0.0,1.0,1,1,1
282,3484,160,93,776,0,0,0.5,1.0,0.9999999999975621,0.0,1.0,1,1,1
